Daily,Weekly,Monthly,Annual
0.008612176,0.03079182,0.020415592,0.119038992
0.022179644,0.020242284,0.012455094,0.113375801
0.007071711,-0.007122076,-0.01168086,0.097068164
-0.006426757,-0.023988184,-0.033879462,0.08706476
-0.000644953,-0.008417013,-0.049564158,0.09700852
-0.001937359,-0.00777206,-0.05299253,0.078155071
-0.005184717,-0.00194112,-0.045627749,0.074708032
-0.009794398,0.007122076,-0.054067221,0.08288766
0.009144414,0.014979114,-0.045645507,0.101020402
0,0.003893581,-0.051361738,0.091282693
0.003893581,-0.003256271,-0.048627629,0.092468932
0.003878479,-0.009762525,-0.047075314,0.090352077
-0.001937359,-0.016260521,-0.044187868,0.08765633
-0.00194112,-0.017607237,-0.044951388,0.086041288
-0.007149852,-0.014351192,-0.046396658,0.08083952
-0.002612673,0.000652103,-0.048790164,0.087391822
-0.002619517,0.003916454,-0.058582888,0.095369635
-0.003284075,0.004579661,-0.058741151,0.10980962
0.001314925,-0.007263155,-0.038904974,0.114854776
0.007853444,-0.030689533,-0.034082818,0.113539851
0.000651678,-0.042616302,-0.044659204,0.116188255
-0.00195631,-0.037840559,-0.046675139,0.119012826
-0.015126892,-0.049508438,-0.043354572,0.122702739
-0.022111454,-0.03575423,-0.015359233,0.132619778
-0.004073325,-0.010214593,0.008769028,0.153569791
0.005427422,-0.003407158,0.010825546,0.16170227
-0.013624189,-0.003388685,0.006070845,0.15395735
-0.001372684,0.01700143,0.02973192,0.157085815
0.003428183,0.015673234,0.03442797,0.158458499
0.00273411,0.008858661,0.025009752,0.15091871
0.005445895,-0.003418807,0.018262259,0.157557838
0.006765926,-0.021270099,0.016161968,0.155023153
-0.002700879,-0.030813804,0.007390024,0.146511519
-0.00338639,-0.011560822,0.005394484,0.151539334
-0.009543358,-0.002037352,0.00203321,0.158984877
-0.012405397,0.004783063,0.023689771,0.168528235
-0.00277778,0.015824204,0.037432067,0.177455367
0.016552102,0.01996624,0.034851494,0.181393913
0.00613708,0.016282585,0.020982157,0.164261596
-0.002722942,0.012162312,0.034082818,0.161600765
-0.001364257,0.012868447,0.036148514,0.166057311
0.001364257,0.014905425,0.027601887,0.160469048
0.012868447,0.023578054,0.018237588,0.158523227
0.002016807,0.014032973,0.008042939,0.138649498
-0.002016807,0.006026131,0.004690126,0.13780365
0.000672721,0.004029555,0.004029555,0.141574331
0.010036886,0.006702438,0.004026851,0.148466383
0.003323366,-0.005340467,-0.003334448,0.149957002
-0.005990035,-0.013360252,-0.005322701,0.148923276
-0.004013383,-0.014117882,0.003332226,0.152623671
0.003345604,0.002008705,0.006680052,0.156063824
-0.002006019,0,0.001335114,0.15329145
-0.004696419,-0.003352333,0.008663833,0.16101177
-0.006747664,0.004026851,0.009370885,0.166277828
0.012113203,0.030012256,0.013450102,0.173025492
0.001336899,0.017241806,-0.015504187,0.155201251
-0.005358352,0.005994024,-0.018200705,0.157865501
0.002682765,0.003352333,-0.014203824,0.158076572
0.019237741,0.003343367,-0.011451792,0.14733389
-0.000657246,-0.01723038,-0.030689533,0.127517947
-0.009910884,-0.019250511,-0.034786116,0.141960593
-0.008000043,-0.008669611,-0.023514688,0.153011728
0.002673798,0.002006019,-0.010767264,0.165559817
-0.001336006,0.000667334,-0.008716113,0.171358252
-0.002677378,0.004668231,0.004002674,0.176623536
0.000670017,0.006680052,0.006014051,0.173682921
0.002675587,0.004010701,-0.000670017,0.183660245
0.001335114,0.006657814,-0.006030169,0.183211831
0.002664892,0.001333334,-0.011405692,0.180763751
-0.000665557,-0.004000005,-0.012048339,0.173634566
-0.001999334,-0.020175533,-0.010036886,0.182654391
0.005322701,-0.019535818,-0.007365283,0.185762373
-0.003989367,-0.026219989,-0.00732604,0.173769275
-0.002668447,-0.016795826,-0.005344034,0.179430417
-0.016841085,-0.014127379,-0.005358352,0.174834233
-0.00135962,-0.002040123,0.005420067,0.191675319
-0.001361471,0.000680041,0.002038737,0.189101244
0.005434796,0.006788892,-0.006835297,0.196077552
0,0.006079046,-0.01777217,0.196226244
-0.004753829,0.017461827,-0.012956199,0.210599073
0.001360544,0.021549655,-0.008888947,0.209297282
0.004747381,0.01417506,-0.013689468,0.216732836
0.00472495,0.006743114,-0.040737424,0.203741385
0.011382781,-0.002022245,-0.048992205,0.204520027
-0.000666001,-0.011382781,-0.060374986,0.195877724
-0.006014051,-0.009370885,-0.06609425,0.196543725
-0.002684565,-0.002684565,-0.076585776,0.203651868
-0.00404041,0.005361943,-0.072455079,0.206336433
0.002022245,0.007394992,-0.061932832,0.204344469
0.001345895,0.002689981,-0.063955077,0.20671301
0.000672269,-0.00471858,-0.073952793,0.215176458
0.005361943,-0.010131799,-0.093631482,0.2188332
-0.002007361,-0.025729246,-0.09237332,0.215628755
-0.002682765,-0.029223962,-0.071483771,0.224080821
-0.006062666,-0.021725226,-0.072404614,0.222471734
-0.00474095,-0.016349138,-0.064898946,0.23443096
-0.010235504,-0.015048164,-0.045841359,0.238102391
-0.005502077,-0.027113235,-0.034895376,0.248337895
0.004815971,-0.025140989,-0.032238251,0.252769308
-0.000686577,-0.02995696,-0.032080854,0.250627851
-0.003439976,-0.035655647,-0.029977846,0.254514431
-0.022300576,-0.048721249,-0.027245835,0.257421784
-0.003529831,-0.024974541,-0.013480162,0.280787322
0,-0.014962873,-0.003542335,0.27415392
-0.006385265,-0.014962873,0.001413428,0.2890955
-0.016505577,-0.017229428,0.014836019,0.298125569
0.001446132,-0.019730271,0.036936017,0.325663568
0.006481838,-0.014556298,0.047964059,0.330467456
0,-0.002155948,0.041482222,0.331228278
-0.00865182,-0.005759555,0.040793279,0.323466273
-0.01900642,0.004335267,0.049445099,0.317992826
0.006620105,0.037658324,0.075319678,0.334361418
0.018882188,0.031748698,0.080268263,0.329852132
-0.003603608,0.010021558,0.062062437,0.308330723
0.001443002,0.018598533,0.063635587,0.30716611
0.014316637,0.018571962,0.064898946,0.314710745
0.00071048,0.003547361,0.059997309,0.308779901
-0.002844952,-0.005698021,0.061292848,0.307025035
0.004973367,0.003554927,0.059450814,0.254553873
0.001416431,0.003537322,0.053806081,0.23847545
-0.000707965,0.009158218,0.055741983,0.248164075
-0.008534902,0.015460603,0.06444999,0.211174186
0.006407996,0.03646968,0.072984893,0.233942179
0.004955762,0.030061683,0.065247993,0.224703725
0.007037327,0.024416979,0.06029223,0.229339009
0.00559442,0.017379652,0.058559956,0.227900801
0.012474174,0.018653391,0.055607545,0.208815451
0,0.017747906,0.042473523,0.191803549
-0.000688943,0.018424267,0.041152518,0.176334894
0,0.017082752,0.056277407,0.15069883
0.006868159,0.019789114,0.06664691,0.139971671
0.01156869,0.022335954,0.050711332,0.143830671
0.000676361,0.012773283,0.043686629,0.120935481
-0.002030458,0.007409936,0.039766671,0.142785265
0.002706362,0.008769028,0.037238345,0.16224789
0.009414999,0.009414999,0.029952322,0.173839742
0.002006019,0.008000043,0.02315684,0.163288379
-0.004686985,0.005994024,0.032207845,0.155009172
-0.000671366,0.009352106,0.039478811,0.145290838
0.003352333,0.010023472,0.034326803,0.148281045
0.008000043,0.011976191,0.028375378,0.158158701
0,0.006618158,0.007277571,0.160957286
-0.001328904,0.00595831,0.00793655,0.169400905
0,0.005966209,0.011897034,0.180768934
0.005305052,0.020402156,0.015831465,0.176876796
0.002642009,0.025466606,0,0.173797677
-0.000659848,0.013757177,0.003292726,0.179459064
-0.001321004,0.018961013,0.00460982,0.194893463
0.014435946,0.01703842,0.011826682,0.198926701
0.010369503,-0.00195631,-0.003916454,0.192583597
-0.00906742,-0.016905474,-0.014940193,0.175204089
0.004543987,-0.005218538,0.000650407,0.173390008
-0.003243597,0.001294499,-0.001944895,0.169392918
-0.004558784,0.007122076,0.000649562,0.174275411
-0.004579661,0.005857485,0.01297035,0.179925303
0.002619517,0.007838054,0.03162574,0.195351057
0.011057023,-0.007879227,0.028370697,0.200254413
0.002583981,-0.018277271,0.009655691,0.190267481
-0.005823375,-0.018229671,0.010269667,0.186613409
-0.002599092,-0.008471866,0.009043989,0.199903485
-0.013097764,-0.016399187,-0.011780241,0.200907256
0.000658979,0.002633313,0.015696856,0.200610767
0.00263158,0.00263158,0.020861252,0.199412268
0.003934431,0.005895857,0.022735633,0.197320208
-0.010526413,0.000654236,0.016228853,0.187434988
0.005934736,0.010526413,0.018998279,0.19741866
0.000657246,0.011114858,0.020820531,0.198516683
0.005895857,0.012406297,0.025941792,0.20484308
-0.00130719,0.0058613,0.017481831,0.19142435
-0.000654236,0.014930495,0.020071894,0.195424782
0.00652318,0.029660459,0.030295582,0.204648969
0.001948685,0.022501753,0.025675351,0.190631107
-0.00064914,0.012895085,0.027521737,0.20255671
0.007762005,0.016742181,0.028801991,0.214797128
0.014075728,0.001931124,0.019777359,0.211738555
-0.000635526,-0.035567926,0.014506719,0.203381584
-0.007657983,-0.020553068,0.015142245,0.20815576
0.003197956,-0.007071711,0.019036108,0.212711362
-0.007049052,-0.005763705,0.004460027,0.204321286
-0.023423322,-0.001287001,0.018477748,0.219664839
0.014379333,0.014379333,0.047566807,0.246695482
0.005823375,0.007756988,0.03130246,0.231286814
0.004505962,0.00771212,0.022329476,0.210940362
-0.002572349,0.000642055,0.019084549,0.220442411
-0.007756988,0.004497277,0.026685192,0.223529826
0.007756988,0.021823716,0.041315059,0.232830421
0.005778507,0.015969678,0.039146413,0.237337255
-0.002564104,0.013986242,0.029024119,0.23003397
0.001282874,0.01718146,0.029097562,0.249744233
0.009569451,0.01463596,0.037740328,0.242946179
0.00190295,0.013871597,0.036163542,0.24487398
0.003795071,0.011968647,0.031808107,0.236988958
0.000631114,0.004409456,0.023089949,0.22213294
-0.001262626,-0.007599783,0.019369553,0.225538158
0.008805088,0.000631512,0.021869038,0.226297133
0,-0.002507838,0.010588701,0.210414159
-0.00376412,-0.004392853,0.003750004,0.219505131
-0.011378125,-0.003778342,-0.010107477,0.229284306
0.006968669,0.008860817,0.006968669,0.241162057
0.005665738,0.006920443,0.007547206,0.231191884
-0.001885015,0.008127585,0.013096539,0.225526147
-0.003149609,0.01560094,0.010635071,0.233405186
0.001261034,0.014406763,0.018750549,0.235059653
0.005028295,0.010655068,0.019963233,0.211609106
0.006872879,0.015552413,0.009360443,0.214706808
0.005588341,0.016672198,-0.000622859,0.199707932
-0.004343786,0.008631373,-0.008082108,0.190031695
-0.002490661,0.008052072,-0.001244555,0.195910401
0.00992564,0.007453451,0.006834447,0.207054718
0.007992665,-0.001235331,0.004926118,0.203192765
-0.002452484,-0.011703244,0.004886998,0.170205175
-0.004923087,-0.016089456,0.00611997,0.182935242
-0.003089283,-0.02878797,0.013480596,0.199548424
0.001236859,-0.020000667,0.016569879,0.210188711
-0.002475249,-0.01369032,0.014724192,0.212456237
-0.006838696,0,0.026293169,0.207406996
-0.017621601,0.002492213,0.037347469,0.212229562
0.005698021,0.025079684,0.056770331,0.224792984
0.007547206,0.021855381,0.051672011,0.226169272
0.011215071,0.00873368,0.042925045,0.222140542
-0.004346483,-0.005591813,0.027499441,0.208413538
0.00496587,-0.003116238,0.028222732,0.226746263
0.002473718,-0.005588341,0.020834087,0.229685573
-0.005574496,-0.002473718,0.027415668,0.220298247
-0.003110422,0.011118089,0.032990163,0.194667393
-0.001870908,0.022182056,0.0324883,0.188016628
0.002493767,0.022833451,0.039172695,0.197089213
0.005588341,0.022777224,0.037878688,0.202254406
0.008017311,0.017188882,0.038863421,0.162518929
0.007953545,0.008562743,0.023073276,0.170685736
-0.001219512,0.009702926,0.026459752,0.169956165
0.002437539,0.015138043,0.032415803,0.168601673
0,0.014501765,0.032927249,0.166164134
-0.000608828,0.015101465,0.038799256,0.182524417
0.009093727,0.014510533,0.036476391,0.181102788
0.004215604,0.001206273,0.030899666,0.171500801
0.001801261,-0.006632524,0.00718566,0.155008828
0.0005997,-0.01085656,0,0.148047596
-0.00119976,-0.002400962,0.002395211,0.17399361
-0.004210533,-0.001201201,0.011933316,0.180719634
-0.003623192,-0.000602954,0.015550553,0.185431043
-0.002422775,0.007833725,0.020359985,0.189554861
0.009055299,0.01145626,0.024559485,0.196472026
0,0.008974036,0.016686919,0.179914817
-0.003612286,0.001201201,0.013134517,0.198811451
0.004813487,0.016153507,0.009603915,0.206356878
0.00119976,0.016076559,0.004192878,0.203993772
0.006573074,0.017825784,0.008358258,0.219299241
-0.007772834,0.017124717,0.013605652,0.208867021
0.01134002,0.021965858,0.023139567,0.225302084
0.004736539,0.01414284,0.011799547,0.213962064
0.002948985,-0.010092101,0.017564854,0.215435242
0.005872007,-0.018425484,0.018092119,0.218184278
-0.002931694,-0.021302581,0.013953715,0.19944576
0.003517002,-0.010032542,0.011675556,0.218552878
-0.019498402,-0.01414284,0.006997113,0.211253365
-0.005384398,0.006541802,0.030554668,0.239711978
0.002994911,0.013702925,0.033621568,0.25258004
0.008338345,0.011890747,0.020130934,0.253770209
-0.000593296,0,0.011792589,0.238446969
0.00118624,-0.006549592,0.008274279,0.237169357
0.001776725,-0.008333382,0.016461277,0.227520444
0.001182732,-0.004744967,0.017595762,0.229513751
-0.003552402,0.005892769,0.014667321,0.223616253
-0.007142888,0.011206251,0.020546658,0.221006037
-0.00059755,0.018349139,0.031748698,0.239026308
0.00536514,0.029448536,0.032346248,0.258725301
0.011820469,0.027559645,0.023502844,0.256585227
0.001761081,0.01747278,0.012843142,0.241078118
0,0.010501847,0.010501847,0.244382672
0.010501847,0.009340406,0.013978096,0.253072413
0.003476249,0.002897713,0.005209853,0.253440238
0.001733603,-0.002896034,-0.005218916,0.246353877
-0.005209853,-0.015125361,-0.007534084,0.238725901
-0.00116144,-0.009915508,-0.009329514,0.248472967
0.004059153,-0.012865675,-0.006997113,0.253249413
-0.002317498,-0.00755159,-0.009302393,0.249641219
-0.010495723,-0.002322881,0.000579878,0.249249911
0,0.006427133,0.022603107,0.254305911
-0.004111606,0.008754068,0.024892747,0.260197612
0.009373238,0.016924828,0.026714713,0.250660235
0.00291121,0.00755159,0.016768245,0.239452975
-0.001745709,0.001162115,0.014430265,0.239749099
0.002326935,0.00406859,0.021890275,0.244235787
0.004059153,0.00116144,0.020132978,0.242364952
0,0.000578536,0.016073825,0.230523659
-0.003478264,0.00231214,0.010362787,0.232360206
0.001160766,-0.001162115,0.0178422,0.238129423
-0.000580215,-0.002904446,0.011534153,0.240623297
0.003476249,-0.009329514,0.004054451,0.234799098
0.001733603,-0.011634803,0,0.231322849
-0.006952519,-0.011614532,0.012051796,0.23279658
-0.000581564,0.00290276,0.020144566,0.243857756
-0.007005283,0.015011829,0.025274177,0.24443932
0.00117096,0.024306752,0.040751693,0.239989724
0.001753874,0.020846152,0.043510011,0.225364605
0.007564773,0.018519048,0.036138145,0.216109525
0.011527505,0.011527505,0.039220713,0.210425335
0.00228964,0.005714301,0.02992038,0.215203805
-0.00228964,0.003994299,0.026517774,0.209210457
-0.00057323,0.00628394,0.024343121,0.209643087
0.00057323,0.001146132,0.033270619,0.215777035
0.005714301,0.00457405,0.033806036,0.219354146
0.000569638,-0.006287531,0.021421338,0.204393361
0,-0.014917087,0.022523475,0.202894355
-0.005711038,-0.015495289,0.015258844,0.191203785
0.004001149,0.004001149,0.020969881,0.200201982
-0.00514728,0.001140251,0.013035039,0.203208571
-0.008059917,0.010835578,0.023797157,0.200879181
-0.000578202,0.027367729,0.037440561,0.206120871
0.013785399,0.031875209,0.052391592,0.213262622
0.001140251,0.012471817,0.032550573,0.212937626
0.004548046,0.021978907,0.04020642,0.213179545
0.008472234,0.019658033,0.027414304,0.20678818
0.003929278,0.010072833,0.024445662,0.196931224
-0.005617992,0.001679262,0.023256862,0.192539946
0.010647341,0.015651521,0.028874854,0.206899655
0.002227172,0.006112828,0.019321606,0.208092161
-0.001112966,-0.002784741,0.017094433,0.203598955
-0.004464293,0,0.012175026,0.206977955
0.008354267,-0.002800338,0.021030105,0.213251384
0.001108648,-0.011154605,0.022485181,0.200821947
-0.006670397,-0.016196947,0.025705544,0.1997133
0.001671775,-0.003911712,0.03453344,0.206837314
-0.007264631,0,0.03930637,0.201075554
0,0.02163746,0.042279149,0.208795455
-0.003933694,0.01558184,0.048175708,0.21740643
0.005614838,0.028311633,0.051039884,0.231665693
0.005583487,0.014452725,0.045425046,0.227835773
0.014372829,0.014372829,0.038770895,0.226700692
-0.00605562,0.002740479,0.027072579,0.216314579
0.008796098,0.008796098,0.036328202,0.230734764
-0.00824407,0.001094092,0.02699948,0.22018351
0.005503591,0.009338162,0.036308513,0.222260159
0.002740479,-0.002197803,0.020641689,0.215872394
0,-0.000547495,0.03284279,0.214457883
0.001094092,0.009261848,0.035487595,0.208699285
0,0.012496767,0.045425924,0.199576603
-0.006032374,0.014654265,0.051675944,0.19283652
0.004390786,0.027131344,0.064950977,0.179751333
0.009809343,0.018448706,0.052798186,0.17213845
0.004329011,0.014535922,0.028863575,0.172420935
0.002157498,0.009137392,0.021896736,0.149666714
0.006444705,0.006979894,0.021850057,0.14518201
-0.004291852,-0.000535475,0.012766131,0.134066581
0.00589656,0.00643089,0.012289762,0.128951026
-0.001069519,0.003734333,0.015380839,0.11784242
0,0.004271229,0.024836151,0.117961368
-0.001070664,0.005336192,0.023791765,0.126484147
0.002674513,-0.003756377,-0.030453686,0.134133782
0.003200003,0.00851069,-0.044233255,0.139390264
-0.000532623,0.007955491,-0.036328202,0.134329796
0.001064963,0.019520535,-0.073493432,0.123626346
-0.010163233,0.024705593,-0.060325305,0.126789719
0.01494158,0.042111485,-0.05299253,0.143960689
0.002644805,0.0194079,-0.058343063,0.132736585
0.011032421,0.002637828,-0.055388749,0.126839745
0.00625002,-0.011032421,-0.0799121,0.121375784
0.00724266,-0.015171622,-0.090699848,0.110952329
-0.007762005,-0.025053502,-0.113411163,0.10510275
-0.014125268,-0.022059718,-0.131974164,0.12623209
-0.002637828,0.001053186,-0.128576056,0.149473191
0.002110819,0.012076807,-0.115211069,0.152564637
-0.00263922,0.008921602,-0.128648387,0.149092347
-0.004768221,-0.043755292,-0.103483022,0.14672359
0.008987636,-0.050092127,-0.081282633,0.145540775
0.008385793,-0.047974707,-0.075972057,0.125936837
-0.001044387,-0.094058354,-0.085494214,0.105412706
-0.055316114,-0.078780878,-0.090723016,0.106926687
-0.011105056,-0.026295221,-0.049812221,0.165523797
0.011105056,-0.005599119,-0.036388324,0.163913824
-0.037697853,-0.011105056,-0.034263391,0.146151588
0.01423309,0.013101868,0.01423309,0.190506622
-0.002830458,-0.005668949,0.008443619,0.182415768
0.009591047,-0.018307147,0.021313202,0.204374403
0.005599119,-0.054223201,0.007830018,0.194783357
-0.01349093,-0.070549478,0.004456832,0.193334578
-0.004537728,-0.04633139,0.026251158,0.202212954
-0.015468656,-0.053120162,0.045563436,0.209059618
-0.026325007,-0.015125361,0.063744326,0.230048067
-0.010727159,0.028631813,0.098162174,0.264596052
0.010727159,0.053657185,0.101879329,0.263884057
-0.0113265,0.041793662,0.080270669,0.261862566
0.022526145,0.046846973,0.092144065,0.271362581
0.017432167,0.009915508,0.071256817,0.247006609
0.014298213,-0.005197817,0.054915758,0.231404268
-0.001136364,-0.006266042,0.051463638,0.227110686
-0.006273189,0.005668949,0.060122874,0.243514522
-0.01440532,0.020385757,0.067466154,0.244425767
0.002318842,0.044830202,0.080801382,0.265529036
0.013229989,0.038619223,0.085949242,0.265876862
0.010798627,0.027615167,0.071123932,0.257075579
0.008443619,0.025119937,0.046931052,0.236061451
0.010039125,0.031450868,0.037947913,0.232516528
-0.003892137,0.024123977,0.028448308,0.236155092
0.002225933,0.036108956,0.026389657,0.241361002
0.008303397,0.026873018,0.023620983,0.246112856
0.014774551,0.007688121,0.022350344,0.238678269
0.002712234,-0.006539533,0.014559438,0.219552102
0.008092842,-0.00761287,0.004324331,0.212907156
-0.007010004,-0.014614604,-0.001075269,0.202622773
-0.0108815,0.003241494,0.014504686,0.21007147
0.000546896,0.021645867,0.017891505,0.216557358
0.001638897,0.022169061,0.031218897,0.219967381
0.001091108,0.019460074,0.041171278,0.221832649
0.010846093,0.025835667,0.044783603,0.223797645
0.007522873,0.013394253,0.039656267,0.212515537
0.001070091,-0.007522873,0.036272045,0.200622028
-0.001070091,-0.009132484,0.032099573,0.196041622
0.007466701,-0.007522873,0.027977544,0.203683478
-0.001595321,-0.020940362,0.028805343,0.195343032
-0.013394253,-0.019887783,0.034007986,0.195626304
-0.00053952,0.000539229,0.046372903,0.21120635
0.00053952,0.008062393,0.032389346,0.219575401
-0.005950788,0,0.045857837,0.225944372
-0.000542741,0.00864403,0.052323691,0.233614851
0.007032758,0.017756722,0.054410039,0.234157592
0.006983644,0.003229282,0.059641104,0.233120569
-0.007522873,0.010119927,0.051132682,0.228269577
0.002693242,0.029234078,0.075801713,0.238345643
0.008569951,0.031244268,0.067593291,0.239470009
-0.007494682,0.028393075,0.070520593,0.225806669
0.013874289,0.040026407,0.072033203,0.237547641
0.011591278,0.023049737,0.047097967,0.228323541
0.004703432,0.006266339,0.039543021,0.21588838
0.005718757,0.009857408,0.034335938,0.208225741
0.004138651,0.007745972,0.021539294,0.201236067
-0.003102381,0.002577985,0.026491615,0.197097416
-0.00519212,-0.00884271,0.035609052,0.199351621
0.008294501,0.01035742,0.041300797,0.197305046
0.003607322,0.002577985,0.030004793,0.184727883
-0.001029336,0.000514271,0.026397472,0.184548157
-0.014523077,0.01380743,0.033420832,0.18643256
0.014008011,0.026805729,0.046448768,0.195384591
0.000515066,0.029943876,0.010251243,0.18094675
0.001543607,0.02391363,0.017862174,0.189419547
0.012263823,0.033867275,0.00819257,0.195093122
-0.001524778,0.015621381,-0.008159148,0.189154432
0.017146159,0.006085211,-0.00509945,0.187732459
-0.005515181,-0.007024615,-0.013591954,0.173112618
0.011497252,-0.002013086,-0.002013086,0.177365438
-0.005982072,-0.020588224,-0.038505263,0.16164877
-0.011060947,-0.005515181,-0.022245609,0.165938078
0.004036332,0.011560822,0.000505433,0.180803722
-0.000503651,0.008024115,0.004020106,0.183076559
-0.007077886,0.005526264,0.008028141,0.180220274
0.009090972,0.01260415,0.007581537,0.183926897
0.006015056,0.009507202,-0.003525564,0.173991331
0.000499625,0.001997005,-0.014598799,0.153079213
-0.003001503,-0.020692134,-0.008024115,0.127833372
0,-0.009564634,-0.001504137,0.134783114
0.005994024,-0.017690631,-0.00401607,0.143067443
-0.001495141,-0.02777255,0.003976148,0.134029277
-0.022189514,-0.024742489,0.013376469,0.128969883
0.008125997,0.00610068,0.028652375,0.145884659
-0.008125997,0.00403837,-0.010678973,0.136435618
-0.004087895,-0.012830558,-0.012314163,0.156842471
0.00153492,0.00153492,-0.00102459,0.167880873
0.008653655,0.011690095,0.00509945,0.158959432
0.006063687,0.010587444,-0.037701341,0.145497024
-0.024994925,0.008028141,-0.027580911,0.124866759
0.010277583,0.025498577,0.004637988,0.148972004
0.011690095,0.013204864,-0.008213599,0.151078481
0.007551005,-0.00354341,-0.019903694,0.141145084
0.003504384,-0.004020106,-0.011094415,0.136223353
-0.00752449,-0.004006014,-0.016629257,0.132281236
-0.00201613,0.001006543,-0.009613026,0.138929686
-0.00505818,0.017008914,-0.019873266,0.136994109
0.007074309,0.029972274,-0.019975056,0.13985013
0.003518476,0.015984356,-0.000503651,0.131010595
-0.002511933,-0.01873947,0.001504137,0.116834825
0.013986242,-0.025988724,0.004516946,0.120685147
0.00790518,-0.032773289,-0.00896867,0.116900812
-0.006913608,-0.033019508,-0.01237946,0.106786664
-0.03120535,-0.060253036,-0.012967763,0.11635045
-0.009761187,-0.012863568,0.037134221,0.156776502
0.007201677,0.004121593,0.05082855,0.172203427
0.00765896,-0.005654089,0.046077254,0.170635567
-0.034147136,-0.013313049,0.054923523,0.159946957
0.016184117,0.03719437,0.085211513,0.205729648
0.007223974,0.018979795,0.077689625,0.19125786
-0.002574004,0.011247562,0.070465651,0.185743288
0,0.001545197,0.079249372,0.183180295
0.016360283,-0.003614773,0.084947393,0.186180082
-0.002030458,0.006570658,0.055720599,0.170675231
-0.000508259,0.014127379,0.073926481,0.171850257
-0.012276369,0.015136515,0.070652229,0.174068649
-0.00515997,0.02791351,0.091888809,0.189756535
0.026545714,0.03756787,0.104532444,0.198316424
0.005526264,0.003520245,0.082171809,0.17177071
0.000500877,0.016890615,0.069660651,0.163695592
0.000500626,0.02032288,0.067288867,0.164469954
0.00449439,0.022272636,0.058325567,0.159712191
-0.007501911,0.034283475,0.05760121,0.164136952
0.018896634,0.03792624,0.060388355,0.173328766
0.003933142,0.027691835,0.035329104,0.157803395
0.002450381,0.023758693,0.042273345,0.155131553
0.016505229,0.027518029,0.058924407,0.15603688
-0.003859146,0.016710821,0.045644244,0.141205291
0.008662229,0.007703456,0.04581675,0.14464629
0,0.015216651,0.042220154,0.132212843
0.006209717,0.011434141,0.050909896,0.128848668
0.005698021,0.014184635,0.055569851,0.127680979
-0.012866511,0.015970278,0.046261718,0.126999691
0.016175424,0.033021868,0.053233856,0.147344425
-0.00378251,0.00986155,0.041595645,0.127021338
0.008960211,0.011773152,0.048993162,0.132049955
0.007483664,-0.005649733,0.040483909,0.12764556
0.004185079,-0.009363364,0.030291439,0.12222588
-0.006984895,-0.01826321,0.020666637,0.126663314
-0.001870908,-0.017440932,0.033543232,0.141791576
-0.008462674,-0.004692641,0.021765156,0.138784425
0.003770033,0.022871475,0.028393809,0.148061763
-0.004714766,0.022326509,0.02783111,0.143884481
-0.006162617,0.023354635,0.035286855,0.151040257
0.010877383,0.034582886,0.041905573,0.155576197
0.019101443,0.032395244,0.023246049,0.130764162
0.003225066,0.024163473,0.005981154,0.1079414
-0.00368664,0.017328295,0.00504704,0.111322469
0.005065634,0.015120563,0.012388321,0.10757413
0.008689741,0.014592142,0.000918274,0.102093817
0.010869672,0.009517407,-0.007771468,0.096303229
-0.003610112,-0.000901307,-0.015433806,0.082534403
-0.005894372,0,-0.007715037,0.091521985
0.004537213,0.000454649,-0.001820665,0.092038888
0.003615006,0.001809137,-0.017812757,0.079589912
0.000450958,-0.015454853,-0.034881921,0.073882417
-0.002708805,-0.017739833,-0.042834087,0.073012435
-0.005439723,-0.011823694,-0.038244698,0.070679213
0.005891701,-0.003642991,-0.016498999,0.059982705
-0.013648984,-0.009078592,-0.026094408,0.042465469
-0.001834022,-0.003211749,-0.014302435,0.059141482
0.003207334,0.000458821,-0.006907695,0.063993398
0.002740979,-0.000457561,-0.005964688,0.057336298
0.0004561,0.0004561,-0.017952151,0.055890376
-0.00778214,-0.006404413,-0.019337619,0.060168521
0.001836548,0.001377727,-0.023246049,0.066661725
0.002290952,0.002748513,-0.021795437,0.066114114
0.003654641,0.004566218,-0.017078652,0.080429888
-0.006404413,0.000911577,-0.028209963,0.078041338
0,-0.004138888,-0.024623776,0.083601869
0.003207334,-0.017593046,-0.018060227,0.084867425
0.004108657,-0.028301587,-0.007807158,0.076588229
0,-0.030529661,-0.010533644,0.073326671
-0.011454879,-0.014223686,-0.012376963,0.077972931
-0.013454158,-0.006472515,-0.002306806,0.09027027
-0.007501207,0.005124633,0.010685351,0.103724428
0.001880584,0.018186559,0.026928275,0.118358034
0.016305975,0.020456315,0.036887539,0.114384961
-0.003703708,-0.005096143,0.01831553,0.09598211
-0.001857011,-0.002321803,0.024285271,0.102620215
0.005560719,-0.012155362,0.027951419,0.106150167
0.00415034,-0.014428921,0.01831553,0.100589448
-0.009246483,-0.011571525,0.01416519,0.09057153
-0.000929368,-0.009801712,0.023865291,0.09939758
-0.01169057,-0.01169057,0.020704673,0.109119134
0.00328716,0.006563549,0.032850513,0.128698472
0.007007737,0.016736792,0.038174329,0.133238335
-0.00747667,0.011111225,0.041492161,0.118403576
-0.002818226,0.016744577,0.050753749,0.123395773
0.006563549,0.018178082,0.058020382,0.126213999
0.013460403,0.011152532,0.055443549,0.115495895
0.00138217,0.006433846,0.050347711,0.092834256
