Daily,Weekly,Monthly,Annual
-0.013849926,-0.003061227,-0.067974541,0.23217044
0.019944409,0.023482447,-0.041661706,0.267990493
0.006057565,0.012578782,-0.062144764,0.24051085
0.001508675,0.010015106,-0.069280496,0.197141577
-0.01672195,-0.005037794,-0.074571938,0.211620124
0.012693747,0.014206226,-0.046544349,0.229561339
0.009040745,-0.008105414,-0.049648252,0.225361071
0.003493889,-0.019692633,-0.047615854,0.233885648
-0.013544225,-0.035500685,-0.047445777,0.244927469
0.002522069,-0.058228505,-0.042296145,0.256519712
-0.009617892,-0.07911954,-0.02861718,0.255949625
-0.002546475,-0.039953433,-0.009197817,0.261268117
-0.012314163,-0.028972539,-0.011282171,0.253578281
-0.036272045,-0.033065201,0.004635599,0.272204102
-0.018368966,-0.015102768,0.039364831,0.30926231
0.029548215,0,0.032719465,0.342839212
0.00843442,-0.017085306,-0.004244038,0.316767918
-0.016406825,-0.026058374,-0.004735605,0.326675625
-0.018309612,-0.010729717,-0.002136753,0.343461022
-0.003266198,0.00379713,0.021506205,0.357978442
0.012462909,0.018368966,0.036932214,0.366927549
-0.000538648,0.015495902,0.022365149,0.360115438
-0.001078167,0.027107692,0.025007954,0.360654086
-0.003782766,0.031849826,0.030804347,0.372195726
0.011305639,0.027237999,0.033016844,0.381908829
0.009589844,0.032133394,0.027456846,0.372449231
0.011073142,0.032345021,0.019948168,0.373864633
0.003663966,0.01664105,0.018187043,0.375839882
-0.008394593,0.016580691,0.017094433,0.382564689
0.016201034,0.02343247,0.02343247,0.395226713
0.009801471,-0.017782895,0.006716636,0.383981442
-0.004630829,-0.034999655,-0.007730005,0.375943951
0.003603608,-0.022425972,-0.001548387,0.377397372
-0.001542813,-0.039837553,0.00614756,0.370960901
-0.025014332,-0.032961394,0.00308325,0.374629114
-0.007415288,0.00421275,0.015707129,0.410553285
0.007942854,0.009523882,0.025716453,0.413759517
-0.013807973,0.003685184,0.015179564,0.412821946
0.005333346,0.022211384,0.031063303,0.42907022
0.012159811,0.015307768,0.017400914,0.421645553
-0.002104156,0.008893598,0.022858138,0.412968852
0.002104156,0.01307892,0.032127115,0.403532401
0.004718226,0.020286782,0.031551622,0.41539983
-0.00157027,0.018139912,0.03343073,0.404069434
0.005745641,0.017653626,0.047567136,0.41016854
0.002081166,0.011393184,0.040821995,0.400592143
0.009312018,0.004666848,0.039740329,0.381621061
0.002571357,-0.003094381,0.046285928,0.383600624
-0.002056556,0.005633818,0.045679208,0.394274495
-0.000514801,0.00308325,0.055555941,0.403232389
-0.00464517,-0.008792402,0.058016268,0.420118633
0.001550789,-0.001553197,0.064118102,0.424086984
0.011299555,-0.005698021,0.075103639,0.41880548
-0.004607124,-0.01492181,0.068584208,0.397259934
-0.012390453,-0.01864373,0.077948714,0.413471283
0.002594035,0.011363759,0.084150145,0.388173611
-0.002594035,0.015934544,0.088693899,0.416458005
0.002075766,0.020057242,0.083194578,0.427895635
-0.008329043,0.02457881,0.088737897,0.428862982
0.017617036,0.04547399,0.100854824,0.438878651
0.007164821,0.026857454,0.082292161,0.439629137
0.001528663,0.020692134,0.07512734,0.441687043
0.006597334,0.035021088,0.08254623,0.446042674
0.012566137,0.030388391,0.068891703,0.435199048
-0.0009995,0.025642431,0.056325566,0.430458188
0.0009995,0.028587457,0.05921186,0.441153951
0.015857617,0.029044621,0.06478824,0.43951095
0.001964637,0.02572333,0.052202419,0.423009418
0.007820177,0.028538817,0.049304075,0.419110544
0.001945526,0.025476023,0.041016718,0.420924353
0.001456664,0.017341475,0.026374101,0.432312358
0.012536326,0.0230226,0.025390586,0.434318628
0.004780124,0.002392918,0.023207293,0.418634676
0.004757383,0.005231879,0.013734528,0.391539313
-0.006189022,0.004262379,0.005679144,0.412559013
0.007137789,0.009505775,0.015166167,0.413708655
-0.008093355,0.002367986,0.006145139,0.388408825
0.007619084,0.019408893,0.009041223,0.410233834
0.003787883,0.004732617,0.004732617,0.39113137
-0.000945627,0.000944733,0.011745496,0.39405814
0,0.003777153,0.017350963,0.410184324
0.008947552,0.010353034,0.023838474,0.40199014
-0.007057192,0.004677277,0.018118963,0.395571034
0,0.010800762,0.028393809,0.404205265
0.001886793,0.010333582,0.030685811,0.393432031
0.006575881,-0.004250302,0.034278483,0.391226614
0.003271795,-0.010353034,0.020848566,0.365994676
-0.000933707,-0.003271795,0.02397533,0.364344941
-0.000467181,-0.00703073,0.026729702,0.374313882
-0.01269709,-0.00986155,0.023552232,0.346766201
0.000473149,0.006133541,0.024311623,0.355822712
0.010353034,0.003777153,0.039875473,0.349363512
-0.004692641,-0.011773152,0.018553408,0.34632191
-0.003298001,-0.003770033,0.019562804,0.308742831
0.003298001,0.01032873,0.037058432,0.301624071
-0.00188324,0.01169057,0.031939767,0.35893016
-0.005197271,0.020061321,0.046948336,0.357522841
0.003310478,0.028486633,0.063768447,0.360410261
0.010800762,0.028393809,0.05555709,0.374781972
0.004659841,0.019885048,0.051876963,0.362357042
0.006487511,0.020704673,0.059995442,0.350846742
0.003228041,0.007363126,0.056568042,0.336142258
0.003217654,0.010533644,0.053340001,0.29730414
0.002292002,0.009136656,0.055346565,0.30935914
0.005479466,0.003200003,0.067709998,0.278020162
-0.006854036,-0.014217162,0.062230532,0.233292243
0.006398559,0.008673873,0.077606137,0.259432591
0.001820665,-0.008693718,0.056246837,0.192144076
-0.003644651,-0.014197628,0.067263318,0.157846823
-0.011937699,0.003644651,0.078531895,0.175758151
0.016036999,0.013761685,0.094680126,0.049120034
-0.010969031,0.010850016,0.083254328,-0.074038045
-0.003683245,0.033441887,0.105865903,0.054985917
0.014197628,0.032224254,0.11326279,0.107894204
-0.001820665,0.025147261,0.081196413,0.039675362
0.01312533,0.039746245,0.085529642,-0.062990745
0.01162284,0.029681027,0.068213191,-0.0399044
-0.004900879,0.018058187,0.018058187,-0.060457969
0.007120635,0.028183283,-0.001340782,-0.119906772
0.012778319,0.035718083,-0.010700058,-0.185608549
0.003060112,0.022939764,-0.004387896,-0.25721119
0,0.02840122,-0.017169693,-0.174582051
0.005224217,0.01344048,-0.018947471,-0.12095261
0.014655435,0.021053409,-0.021949959,-0.136575535
0,0.0140219,-0.040608068,-0.121319448
0.008521568,0.018232432,-0.029088224,-0.094155519
-0.014960741,0.014322065,-0.025350445,-0.086818546
0.012837147,0.040925348,-0.006480904,-0.075566665
0.007623925,0.031801843,-0.008111037,-0.100083459
0.004210533,0.006309169,-0.006773946,-0.137275584
0.004611201,0.004611201,-0.015241616,-0.128979941
0.011642543,-0.004191121,-0.011356589,-0.132158135
0.003713642,-0.054365828,-0.008719175,-0.11093387
-0.017868749,-0.082379318,0.002878883,-0.096340364
0.002512564,-0.066749209,0.03946258,-0.086668383
-0.004191121,-0.050171293,0.038963305,-0.063006167
-0.038532164,-0.055701857,0.042752092,-0.061044702
-0.024299848,-0.018947471,0.056843121,-0.014951906
-0.00223864,0.007574106,0.077838546,0.000894055
0.01909048,0.005810072,0.095269431,-0.052449923
-0.009721685,-0.001760564,0.077807616,-0.046813228
-0.001777778,0.020220469,0.085900636,-0.054289271
0.002221729,0.025907047,0.089713831,-0.041786279
-0.004002674,0.034892332,0.07274378,-0.050522689
0.011519844,0.047856021,0.090274023,-0.073491132
0.012259348,0.03207904,0.084033379,-0.118664481
0.0039088,0.02831592,0.075008971,-0.125975774
0.011207014,0.038687077,0.074727014,-0.123488488
0.008961016,0.042791763,0.071931826,-0.112865869
-0.004257137,0.052545696,0.068936229,-0.122787039
0.008496228,0.058816121,0.066828985,-0.115173389
0.014279957,0.04991756,0.074953638,-0.097215547
0.0153117,0.011196468,0.05555858,-0.124162809
0.018714948,-0.007419655,0.04064128,-0.137116574
0.002013288,-0.010942358,0.025468945,-0.143193863
-0.000402334,-0.011326982,0.034786116,-0.15408364
-0.024441135,-0.012553313,0.039065926,-0.154620274
-0.003304423,0.013923239,0.055737015,-0.114797805
0.015192245,0.00247934,0.061378797,-0.114736378
0.001628665,0.000814664,0.037981779,-0.131321704
-0.001628665,0.004465199,0.005274916,-0.131093358
0.002035417,0.009328804,-0.004083305,-0.125298985
-0.014748321,0.01092023,0.015735648,-0.134286921
0.013527568,0.034080377,0.029282287,-0.128415089
0.0052792,0.026518227,0.011738649,-0.133066168
0.00323494,0.014874646,-0.013866454,-0.133242133
0.003626843,0.028260587,-0.015460031,-0.135552004
0.008411826,0.019518644,-0.019496962,-0.129516935
0.005965418,0.011501217,-0.019332056,-0.128812928
-0.006364381,0.009078412,-0.014377244,-0.127094693
0.016620881,0.026773253,-0.00600362,-0.125695341
-0.005115101,0.014029848,-0.021020009,-0.13106751
0.0003944,0.011374902,-0.003952574,-0.120597644
0.003542613,0.013317862,0.009028521,-0.106851286
0.011330459,0.001570475,0.014820864,-0.112590255
0.003877477,-0.040838182,-0.009759984,-0.112117298
-0.007770047,-0.055702545,-0.020329082,-0.103041226
0.00233736,-0.026078127,-0.028482938,-0.106054117
-0.008204774,-0.02961717,-0.021633095,-0.112301975
-0.031078198,-0.025428466,-0.007086644,-0.097588175
-0.010986886,-0.01467617,0.009665802,-0.057896659
0.02185437,-0.002047922,0.02145397,-0.045195976
-0.001201682,-0.024312381,0.010354533,-0.067478521
-0.00401607,-0.014533966,0.030783804,-0.070138675
-0.020325903,0.000402334,0.048310985,-0.06526313
0.001641363,0.02273748,0.067101968,-0.053998777
-0.000410088,0.02270061,0.065076507,-0.074454959
0.008576732,0.035063032,0.065102349,-0.061753232
0.01092023,0.039861794,0.051903112,-0.080856377
0.002009243,0.038276521,0.027377231,-0.091335787
0.001604493,0.023016889,-0.016188132,-0.075003905
0.011952334,0.014720775,-0.024341973,-0.077907381
0.013375494,-0.013155462,-0.006356795,-0.081231533
0.009334957,-0.017343754,-0.002347419,-0.091176492
-0.013250389,-0.020337033,-0.037472339,-0.092835505
-0.006691621,-0.021412396,-0.012633409,-0.08726106
-0.015923903,-0.013919493,-0.018334511,-0.070771704
0.009187203,0.012759344,0.015133702,-0.0548478
0.006341678,0.02279973,-0.003984069,-0.060649473
-0.014325752,0.029969163,-0.019146975,-0.064881
0.000801282,0.042759995,-0.01290861,-0.061576979
0.010754933,0.041574615,-0.007638228,-0.056428392
0.019227589,0.030435435,-0.007157088,-0.073559543
0.013511111,0.006585342,-0.02279973,-0.083449203
-0.00153492,-0.02053142,-0.042292912,-0.087290278
-0.000384098,-0.06055262,-0.038360868,-0.080330768
-0.000384246,-0.066717869,-0.027655122,-0.075379503
-0.004622504,-0.036396113,-0.022935894,-0.06880073
-0.013605652,-0.014388737,-0.019100171,-0.064590003
-0.041556119,-0.026573049,0.005853675,-0.052220699
-0.006549348,0.026571612,0.053229403,0.004477923
0.029937511,0.020728237,0.055902778,0.008994337
0.017384871,0.008335035,0.02129418,-0.009611608
-0.025789963,-0.018980404,0.001956565,-0.015394028
0.011588541,-0.002011668,0.025789963,0.019503106
-0.012392723,-0.021687597,0.03013337,-0.002386636
0.01754431,-0.00322321,0.044451763,0.011995346
-0.009930568,-0.009531446,0.031513987,0.009441455
-0.008821228,0.003984069,0.051353173,0.021718524
-0.008087387,0.006823225,0.058276507,0.025055994
0.006071664,0.017307737,0.056820016,0.049118784
0.011236073,0.021557721,0.054958884,0.044977995
0.003584947,0.01465663,0.037592524,0.030650729
-0.005982072,0.010284901,0.0462308,0.02279973
0.002397125,0.027615167,0.025277807,0.029170377
0.010321648,0.031037651,0.03489866,0.01975568
0.004334982,0.01684003,0.020329082,0.01684003
-0.000786782,0.007833961,0.021012446,-0.005520519
0.011348195,0.006667999,0.026409302,0.003535655
0.005819609,-0.006636761,-0.012135596,-0.005853675
-0.003875974,0.003475578,-0.005819609,-0.019531871
-0.004671087,0.009277222,-0.039205179,-0.01684003
-0.001952744,0.018554842,-0.012563966,-0.034534093
-0.001956565,0.030416204,-0.018146455,-0.033793715
0.015931948,0.030474875,-0.053501598,-0.024986428
0.00192567,0.004999049,-0.053446323,-0.065309829
0.004606534,0.007283912,-0.054152728,-0.097737132
0.009908618,-0.00345291,-0.050265783,-0.12769411
-0.001897894,-0.001138304,-0.042609079,-0.104223506
-0.009543879,-0.026175474,-0.026175474,-0.121446653
0.004210533,-0.004613618,-0.018583578,-0.108049206
-0.006130287,-0.013072082,-0.020842128,-0.099942742
0.012223223,-0.001923447,-0.019011242,-0.077068656
-0.026935064,-0.009536597,-0.041470775,-0.075686228
0.012017978,-0.009798236,-0.008224053,-0.042627446
-0.004247931,-0.009680618,-0.019455867,-0.071059415
0.005018347,-0.042694231,0,-0.062270713
0.004610073,-0.025742451,-0.001541426,-0.089359495
-0.027196703,-0.037887758,0.012190627,-0.089348682
0.012135596,-0.048002763,0.039765903,-0.067194007
-0.037261544,-0.044151136,0.023838115,-0.077225668
0.021970127,-0.005670327,0.066782568,-0.029926398
-0.007535233,-0.019146975,0.050463238,-0.04360804
-0.037311708,0.00595358,0.057998471,-0.03566018
0.015987223,0.057800999,0.105773653,0.007410491
0.001219265,0.039861794,0.095716767,-0.004074985
0.008493479,0.040594511,0.096343543,-0.008975988
0.017565322,0.027801632,0.098855311,-0.026526754
0.014535711,0,0.09433838,-0.039553178
-0.001951982,-0.008224053,0.090191443,-0.069856851
0.001951982,-0.005485907,0.096410856,-0.084350527
-0.004299401,0.007770047,0.099414637,-0.135985929
-0.01023631,0.015546368,0.105478018,-0.103925327
0.006311658,0.044124805,0.11253692,-0.129525633
0.000786164,0.03819172,0.103392399,-0.138995425
0.015207936,0.033613363,0.104731634,-0.133924397
0.003476921,0.024088337,0.100433537,-0.228576238
0.018342127,0.026262213,0.092747561,-0.231080869
0.000378573,0.007920087,0.081410717,-0.285035068
-0.003792193,0.018004988,0.083472445,-0.239649197
0.00568291,0.027727516,0.085173316,-0.262174313
0.005650797,0.023890647,0.082973517,-0.275789837
0,0.029245097,0.065782113,-0.316905344
0.010463474,0.042293488,0.079753699,-0.309199166
0.005930336,0.042218788,0.062678055,-0.296394013
0.001846041,0.040555884,0.061276555,-0.311869762
0.011005247,0.043665605,0.055599759,-0.281430903
0.013048391,0.034424339,0.027704596,-0.303247066
0.010388773,0.01819854,0.025947786,-0.305484541
0.004267432,0.004976903,0.028804239,-0.326190281
0.004955762,0.002834871,0.031438146,-0.351416564
0.00176398,0.008788947,0.042853827,-0.349337121
-0.003177408,0.002815912,0.040413028,-0.33668375
-0.002832863,0.012998602,0.039859721,-0.308645203
0.002125399,0.018271766,0.032446593,-0.316461037
0.010909839,0.014055045,0.041925419,-0.279927363
-0.004209056,0.006628317,-0.006672545,-0.292711617
0.007005283,-0.000703235,0.02841494,-0.281025891
0.002440301,0.006263068,0.030253253,-0.283386483
-0.002091322,-0.002789402,0.030856065,-0.277060869
0.00348311,0.003830755,0.034634012,-0.313841217
-0.011540607,-0.00348311,0.049518424,-0.299339934
0.013971586,-0.008832419,0.070281758,-0.271977684
-0.00661217,-0.011512424,0.062194465,-0.298960606
0.004528835,0.008344972,0.064560344,-0.286751407
-0.003830755,0.010717475,0.067856784,-0.276506197
-0.016889916,0.030919674,0.081383802,-0.280496968
0.011291581,0.047132771,0.097630217,-0.290287783
0.013245227,0.032110475,0.085694721,-0.295431319
0.006901339,0.008619257,0.070515258,-0.313402452
0.016371443,0.013322144,0.073247905,-0.301067917
-0.000676819,-0.040737424,0.070209992,-0.317439361
-0.003730715,-0.009182176,0.074349746,-0.332687937
-0.010245991,0.003392134,0.074932835,-0.334639056
0.011604226,0.016681238,0.062863587,-0.362626611
-0.037688125,0.006763638,0.077036445,-0.367837896
0.030878429,0.062819285,0.109685189,-0.355970471
0.008843595,0.041163583,0.060644718,-0.373358812
0.003043113,0.038204281,0.065532778,-0.381706253
0.001686625,0.030914877,0.051006285,-0.358316109
0.018367523,0.037053528,0.056034313,-0.36776223
0.009222727,0.028382267,0.052847348,-0.376439754
0.005884293,0.01851604,0.035430437,-0.380372735
-0.004246291,0.011987832,0.03207459,-0.396380036
0.007825276,0.014299886,0.03789792,-0.384892584
0.009696262,0.016108596,0.019299409,-0.398022912
-0.000643501,0.019745864,0.009284523,-0.393316621
-0.000643915,0.0238523,-0.008728033,-0.385075743
-0.001934237,0.021348588,-0.006462058,-0.384904977
0.009633986,0.000967586,0.004507413,-0.371676502
0.013333531,0.017110684,-0.033141435,-0.380842652
0.003462934,-0.001262228,-0.050115545,-0.404047003
-0.003147626,-0.022887204,-0.05956453,-0.414620657
-0.022315239,-0.006007923,-0.049105472,-0.396364151
0.025777084,0.004823936,-0.069061954,-0.360550918
-0.005039381,-0.014238494,-0.105255798,-0.380335819
-0.018162041,0.005981444,-0.039612328,-0.370711378
0.013731654,0.015949301,-0.024740845,-0.358974324
-0.01148338,0.004746093,-0.040782351,-0.382886538
0.006714654,0.017806512,-0.011616781,-0.385926721
0.015180557,0.000318624,-0.019955603,-0.391226614
-0.008194184,-0.015180557,-0.041986619,-0.403113826
0.002528446,-0.025642431,-0.042009408,-0.405781614
0.001577039,-0.026548817,-0.080147932,-0.426518517
-0.010773235,-0.019090621,-0.066452317,-0.453066254
-0.000318624,-0.036332248,-0.084726058,-0.428995606
-0.018656057,-0.039654204,-0.123655888,-0.444953544
0.00162206,-0.026984197,-0.085713518,-0.44537437
0.009035234,-0.021294826,-0.148225535,-0.462318487
-0.028014861,-0.07260178,-0.189737357,-0.501128707
-0.00364058,-0.05500368,-0.147455819,-0.487533321
-0.00598605,0.00924099,-0.282391055,-0.44021308
0.007311432,0.011936481,-0.383526084,-0.446662423
-0.04227172,0.002315199,-0.272782586,-0.441538462
-0.010416761,0.062269109,-0.181285824,-0.441871133
0.06060409,0.071061701,-0.224890277,-0.430917171
-0.003290559,0.003607153,-0.389981138,-0.503406868
-0.002309851,-0.001319261,-0.350478905,-0.540598688
0.01768219,-0.034619488,-0.357099783,-0.513692851
-0.001624168,-0.037029024,-0.439131654,-0.542480097
-0.006850459,-0.064451832,-0.496088628,-0.524793551
-0.008216973,-0.096849826,-0.54806249,-0.535681916
-0.035610078,-0.069346541,-0.454156267,-0.568566618
0.015272654,-0.094626419,-0.364916749,-0.509344733
-0.029046976,-0.142375662,-0.39058811,-0.554660085
-0.039248453,-0.099062008,-0.331629612,-0.53444969
0.019286312,-0.198389371,-0.26521723,-0.481099946
-0.060889956,-0.324796763,-0.268645001,-0.465979195
-0.032476589,-0.145851877,-0.211463904,-0.402836986
0.014266677,-0.064150247,-0.190666963,-0.365871052
-0.138575816,-0.132438138,-0.234501841,-0.397647354
-0.107121079,-0.098349093,-0.083419849,-0.271109517
0.11805493,0.044983661,0.025134238,-0.18732672
0.049225041,-0.082001999,-0.060053884,-0.294228026
-0.054021214,-0.195576721,-0.090971778,-0.373677591
-0.104486772,-0.20013665,-0.045147332,-0.31785295
0.036211674,-0.1544742,0.085514219,-0.247578434
-0.008930729,-0.104996624,0.04707289,-0.318570724
-0.064349682,-0.042436454,0.063564251,-0.293680512
-0.058581142,0.01151452,0.119460044,-0.207406996
-0.058824321,0.100007184,0.122458569,-0.123136367
0.08568925,0.185995434,0.206010065,-0.044580464
0.053629441,0.116164725,0.103123087,-0.154843921
-0.010398707,0.058826425,0.06021886,-0.197610249
0.029911521,0.057545486,0.064102886,-0.166420772
0.027163929,-0.001934237,0.007220248,-0.200456011
0.015858541,-0.01659199,-0.053597186,-0.212388245
-0.003708859,-0.031017524,-0.064507672,-0.237005967
-0.011679647,0.005558143,-0.054402727,-0.245096655
-0.029568201,0.035544937,-0.020893448,-0.247762741
0.012506176,0.056916371,0.007714599,-0.232138385
0.001433007,0.070584975,-0.001435064,-0.219326753
0.032866808,0.066922312,0.023585999,-0.211281016
0.018307147,0.041616136,-0.021948114,-0.261394758
-0.008196767,0.014855101,-0.037897326,-0.294812498
0.026174779,-0.03253075,-0.0170629,-0.286006903
-0.002229655,-0.033978354,-0.052114168,-0.340578652
0.007560632,-0.048946426,-0.05082348,-0.337723019
-0.008453888,-0.045781845,-0.043002779,-0.361051874
-0.055582618,-0.043842638,-0.037791886,-0.364107064
0.024727175,-0.015231137,0.01639765,-0.316271419
-0.017197728,-0.073611817,-0.006472515,-0.373270081
0.010725214,-0.051466034,0.014890922,-0.390112399
-0.006514681,-0.055795161,-0.002786811,-0.35548297
-0.026971117,-0.027450848,-0.005148619,-0.341714713
-0.033653505,-0.001439885,0.030698987,-0.303636
0.004948056,0.035570132,0.069455727,-0.303682414
0.006396086,0.057076147,0.065432741,-0.303268526
0.021829632,0.038012756,0.068698566,-0.296384204
-0.000960154,0.018541059,0.055984767,-0.338874352
0.003356512,0.032138872,0.064628575,-0.34670695
0.02645407,0.019905871,0.056307033,-0.327228353
-0.012667305,-0.007487166,0.041101676,-0.335260849
0.002357936,0.020561472,0.059123746,-0.28988784
0.012637659,0.014960541,0.070906568,-0.287211152
-0.008876489,0.0009298,0.056072553,-0.287372043
-0.000938967,0.0116633,0.076752458,-0.280978485
0.015381333,0.016767976,0.090644974,-0.271376097
-0.003242996,-0.005565877,0.064480703,-0.296664632
-0.001393081,-0.01119937,0.0638132,-0.30783743
0.001857011,-0.0009298,0.071715309,-0.318511818
0.004165708,0.002316424,0.078471615,-0.308932872
-0.006952519,-0.000924214,0.076019704,-0.336749411
-0.008876489,0.015690216,0.082544049,-0.317582018
0.008876489,0.033682538,0.087558701,-0.320920403
0.005103235,0.032489703,0.079541688,-0.30930962
0.000925069,0.022421438,0.065376902,-0.314412855
0.009661911,0.032745081,0.045637013,-0.29712706
0.009115833,0.028437935,0.048266741,-0.285243047
0.007683654,0.033462859,0.028624495,-0.295577649
-0.004965029,0.02358285,0.021381661,-0.308151288
0.011248713,0.040351296,0.044687816,-0.321739667
0.005354765,0.042056132,0.032140121,-0.323668647
0.014140757,0.025918429,0.035413537,-0.327787319
-0.002196355,0.007867173,0.024703315,-0.34378279
0.011803416,0.016572555,0.034575614,-0.336648154
0.012953549,0.013382457,0.015096254,-0.342924997
-0.010782938,0.002142705,0.01194044,-0.362637404
-0.003910498,0.012497469,0.022723379,-0.348776594
0.006509027,0.01254613,0.030019407,-0.303331386
0.008613318,0.006896579,0.02562053,-0.294045993
0.001713796,-0.010778289,0.005985482,-0.299761598
-0.000428174,-0.031306905,0.010221554,-0.307279241
-0.003861837,-0.018587092,0.004273511,-0.297581013
0.000859476,-0.025251668,0.017473276,-0.310584943
-0.009061551,-0.025670324,0.026283836,-0.302685239
-0.018814819,0.001732352,0.040769978,-0.280340213
0.012291639,0.019248188,0.064151962,-0.245588802
-0.010526413,0.015584731,0.058054851,-0.232238009
0.00044082,0.029541679,0.068169487,-0.232779778
0.018341125,0.036776803,0.066492319,-0.222152416
-0.001298983,0.010759734,0.063293696,-0.248228387
0.008628181,0.021856452,0.062559745,-0.275623356
0.003430535,0.013228271,0.06526313,-0.285393742
0.007675944,0.013183266,0.073435045,-0.298009187
-0.007675944,0.007617472,0.074866272,-0.285701594
0.009797735,0.004271685,0.072241015,-0.299163255
0,0.000423819,0.064432538,-0.283874156
